game_date_est,game_status_text,pts_home,pts_away,home_team_wins,city_home,nickname_home,city_away,nickname_away
2020-03-04,Final,116.0,113.0,1,Miami,Heat,Orlando,Magic
2020-01-27,Final,113.0,92.0,1,Miami,Heat,Orlando,Magic
2014-03-01,Final,112.0,98.0,1,Miami,Heat,Orlando,Magic
2013-11-23,Final,101.0,99.0,1,Miami,Heat,Orlando,Magic
2013-04-17,Final,105.0,93.0,1,Miami,Heat,Orlando,Magic
2013-03-06,Final,97.0,96.0,1,Miami,Heat,Orlando,Magic
2012-03-18,Final,91.0,81.0,1,Miami,Heat,Orlando,Magic
2012-02-19,Final,90.0,78.0,1,Miami,Heat,Orlando,Magic
2011-12-18,Final,118.0,85.0,1,Miami,Heat,Orlando,Magic
2011-03-03,Final,96.0,99.0,0,Miami,Heat,Orlando,Magic
2010-10-29,Final,96.0,70.0,1,Miami,Heat,Orlando,Magic
2010-03-18,Final,102.0,108.0,0,Miami,Heat,Orlando,Magic
2009-12-17,Final,104.0,86.0,1,Miami,Heat,Orlando,Magic
2009-03-30,Final,95.0,101.0,0,Miami,Heat,Orlando,Magic
2009-01-24,Final,103.0,97.0,1,Miami,Heat,Orlando,Magic
2008-10-18,Final,92.0,100.0,0,Miami,Heat,Orlando,Magic
2008-03-14,Final,94.0,103.0,0,Miami,Heat,Orlando,Magic
2007-12-28,Final,114.0,121.0,0,Miami,Heat,Orlando,Magic
2007-03-18,Final,83.0,97.0,0,Miami,Heat,Orlando,Magic
2006-11-24,Final,104.0,107.0,0,Miami,Heat,Orlando,Magic
2006-04-09,Final,84.0,93.0,0,Miami,Heat,Orlando,Magic
2006-02-14,Final,107.0,93.0,1,Miami,Heat,Orlando,Magic
2005-10-18,Final,95.0,91.0,1,Miami,Heat,Orlando,Magic
2005-02-26,Final,101.0,98.0,1,Miami,Heat,Orlando,Magic
2004-12-19,Final,117.0,107.0,1,Miami,Heat,Orlando,Magic
2004-03-09,Final,100.0,89.0,1,Miami,Heat,Orlando,Magic
2004-01-02,Final,112.0,101.0,1,Miami,Heat,Orlando,Magic
2019-03-26,Final,99.0,104.0,0,Miami,Heat,Orlando,Magic
2018-12-04,Final,90.0,105.0,0,Miami,Heat,Orlando,Magic
2018-10-08,Final,90.0,89.0,1,Miami,Heat,Orlando,Magic
2018-02-05,Final,109.0,111.0,0,Miami,Heat,Orlando,Magic
2017-12-26,Final,107.0,89.0,1,Miami,Heat,Orlando,Magic
2017-02-13,Final,107.0,116.0,0,Miami,Heat,Orlando,Magic
2016-12-20,Final,130.0,136.0,0,Miami,Heat,Orlando,Magic
2016-10-18,Final,107.0,77.0,1,Miami,Heat,Orlando,Magic
2016-04-10,Final,118.0,96.0,1,Miami,Heat,Orlando,Magic
2016-03-25,Final,108.0,97.0,1,Miami,Heat,Orlando,Magic
2015-10-07,Final,97.0,100.0,0,Miami,Heat,Orlando,Magic
2015-04-13,Final,100.0,93.0,1,Miami,Heat,Orlando,Magic
2014-12-29,Final,101.0,102.0,0,Miami,Heat,Orlando,Magic
2014-10-07,Final,101.0,108.0,0,Miami,Heat,Orlando,Magic
2022-02-12,Final,132.0,105.0,1,Phoenix,Suns,Orlando,Magic
2021-02-14,Final,109.0,90.0,1,Phoenix,Suns,Orlando,Magic
2020-01-10,Final,98.0,94.0,1,Phoenix,Suns,Orlando,Magic
2014-03-19,Final,109.0,93.0,1,Phoenix,Suns,Orlando,Magic
2012-12-09,Final,90.0,98.0,0,Phoenix,Suns,Orlando,Magic
2011-03-13,Final,88.0,111.0,0,Phoenix,Suns,Orlando,Magic
2009-12-11,Final,106.0,103.0,1,Phoenix,Suns,Orlando,Magic
2008-12-12,Final,113.0,112.0,1,Phoenix,Suns,Orlando,Magic
2007-11-30,Final,110.0,106.0,1,Phoenix,Suns,Orlando,Magic
2007-01-13,Final,107.0,101.0,1,Phoenix,Suns,Orlando,Magic
2006-03-03,Final,123.0,118.0,1,Phoenix,Suns,Orlando,Magic
2004-12-13,Final,121.0,100.0,1,Phoenix,Suns,Orlando,Magic
2003-11-20,Final,96.0,89.0,1,Phoenix,Suns,Orlando,Magic
2018-11-30,Final,85.0,99.0,0,Phoenix,Suns,Orlando,Magic
2017-11-10,Final,112.0,128.0,0,Phoenix,Suns,Orlando,Magic
2017-03-17,Final,103.0,109.0,0,Phoenix,Suns,Orlando,Magic
2015-12-09,Final,107.0,104.0,1,Phoenix,Suns,Orlando,Magic
2014-11-30,Final,90.0,93.0,0,Phoenix,Suns,Orlando,Magic
2022-02-14,Final,121.0,111.0,1,Denver,Nuggets,Orlando,Magic
2021-04-04,Final,119.0,109.0,1,Denver,Nuggets,Orlando,Magic
2020-07-27,Final,110.0,114.0,0,Denver,Nuggets,Orlando,Magic
2019-12-18,Final,113.0,104.0,1,Denver,Nuggets,Orlando,Magic
2014-01-11,Final,120.0,94.0,1,Denver,Nuggets,Orlando,Magic
2013-01-09,Final,108.0,105.0,1,Denver,Nuggets,Orlando,Magic
2012-04-22,Final,101.0,74.0,1,Denver,Nuggets,Orlando,Magic
2010-12-14,Final,111.0,94.0,1,Denver,Nuggets,Orlando,Magic
2010-01-13,Final,115.0,97.0,1,Denver,Nuggets,Orlando,Magic
2009-01-17,Final,88.0,106.0,0,Denver,Nuggets,Orlando,Magic
2008-01-11,Final,113.0,103.0,1,Denver,Nuggets,Orlando,Magic
2007-02-28,Final,111.0,101.0,1,Denver,Nuggets,Orlando,Magic
2006-03-04,Final,110.0,94.0,1,Denver,Nuggets,Orlando,Magic
2004-12-06,Final,115.0,102.0,1,Denver,Nuggets,Orlando,Magic
2003-11-14,Final,106.0,101.0,1,Denver,Nuggets,Orlando,Magic
2018-11-23,Final,112.0,87.0,1,Denver,Nuggets,Orlando,Magic
2017-11-11,Final,125.0,107.0,1,Denver,Nuggets,Orlando,Magic
2017-01-16,Final,125.0,112.0,1,Denver,Nuggets,Orlando,Magic
2015-12-08,Final,74.0,85.0,0,Denver,Nuggets,Orlando,Magic
2015-01-07,Final,93.0,90.0,1,Denver,Nuggets,Orlando,Magic
2022-11-21,Final,123.0,102.0,1,Indiana,Pacers,Orlando,Magic
2022-02-02,Final,118.0,119.0,0,Indiana,Pacers,Orlando,Magic
2021-01-22,Final,120.0,118.0,1,Indiana,Pacers,Orlando,Magic
2020-08-04,Final,120.0,109.0,1,Indiana,Pacers,Orlando,Magic
2014-02-03,Final,98.0,79.0,1,Indiana,Pacers,Orlando,Magic
2013-10-29,Final,97.0,87.0,1,Indiana,Pacers,Orlando,Magic
2013-03-19,Final,95.0,73.0,1,Indiana,Pacers,Orlando,Magic
2012-05-08,Final,105.0,87.0,1,Indiana,Pacers,Orlando,Magic
2012-04-30,Final,93.0,78.0,1,Indiana,Pacers,Orlando,Magic
2012-04-28,Final,77.0,81.0,0,Indiana,Pacers,Orlando,Magic
2012-02-04,Final,81.0,85.0,0,Indiana,Pacers,Orlando,Magic
2012-01-24,Final,83.0,102.0,0,Indiana,Pacers,Orlando,Magic
2011-01-26,Final,96.0,111.0,0,Indiana,Pacers,Orlando,Magic
2010-11-20,Final,86.0,90.0,0,Indiana,Pacers,Orlando,Magic
2010-10-08,Final,86.0,93.0,0,Indiana,Pacers,Orlando,Magic
2010-04-12,Final,98.0,118.0,0,Indiana,Pacers,Orlando,Magic
2010-01-05,Final,97.0,90.0,1,Indiana,Pacers,Orlando,Magic
2009-02-06,Final,107.0,102.0,1,Indiana,Pacers,Orlando,Magic
2008-11-21,Final,98.0,100.0,0,Indiana,Pacers,Orlando,Magic
2008-02-02,Final,115.0,121.0,0,Indiana,Pacers,Orlando,Magic
2006-12-06,Final,94.0,80.0,1,Indiana,Pacers,Orlando,Magic
2006-11-10,Final,93.0,83.0,1,Indiana,Pacers,Orlando,Magic
2006-04-19,Final,89.0,83.0,1,Indiana,Pacers,Orlando,Magic
2006-03-13,Final,97.0,83.0,1,Indiana,Pacers,Orlando,Magic
2005-01-15,Final,84.0,85.0,0,Indiana,Pacers,Orlando,Magic
2004-11-20,Final,83.0,86.0,0,Indiana,Pacers,Orlando,Magic
2004-01-06,Final,114.0,107.0,1,Indiana,Pacers,Orlando,Magic
2003-12-17,Final,90.0,94.0,0,Indiana,Pacers,Orlando,Magic
2019-11-23,Final,111.0,106.0,1,Indiana,Pacers,Orlando,Magic
2019-03-30,Final,116.0,121.0,0,Indiana,Pacers,Orlando,Magic
2019-03-02,Final,112.0,117.0,0,Indiana,Pacers,Orlando,Magic
2018-01-27,Final,114.0,112.0,1,Indiana,Pacers,Orlando,Magic
2017-11-27,Final,121.0,109.0,1,Indiana,Pacers,Orlando,Magic
2017-01-01,Final,117.0,104.0,1,Indiana,Pacers,Orlando,Magic
2016-11-14,Final,88.0,69.0,1,Indiana,Pacers,Orlando,Magic
2016-03-31,Final,94.0,114.0,0,Indiana,Pacers,Orlando,Magic
2015-11-09,Final,97.0,84.0,1,Indiana,Pacers,Orlando,Magic
2015-10-08,Final,97.0,92.0,1,Indiana,Pacers,Orlando,Magic
2015-03-10,Final,118.0,86.0,1,Indiana,Pacers,Orlando,Magic
2014-11-28,Final,98.0,83.0,1,Indiana,Pacers,Orlando,Magic
2014-10-10,Final,93.0,96.0,0,Indiana,Pacers,Orlando,Magic
2022-12-03,Final,121.0,108.0,1,Toronto,Raptors,Orlando,Magic
2022-03-04,Final,97.0,103.0,0,Toronto,Raptors,Orlando,Magic
2021-10-29,Final,110.0,109.0,1,Toronto,Raptors,Orlando,Magic
2021-04-16,Final,113.0,102.0,1,Toronto,Raptors,Orlando,Magic
2021-01-31,Final,115.0,102.0,1,Toronto,Raptors,Orlando,Magic
2014-02-23,Final,105.0,90.0,1,Toronto,Raptors,Orlando,Magic
2014-01-29,Final,98.0,83.0,1,Toronto,Raptors,Orlando,Magic
2012-12-21,Final,93.0,90.0,1,Toronto,Raptors,Orlando,Magic
2012-11-18,Final,97.0,86.0,1,Toronto,Raptors,Orlando,Magic
2012-03-26,Final,101.0,117.0,0,Toronto,Raptors,Orlando,Magic
2012-03-05,Final,88.0,92.0,0,Toronto,Raptors,Orlando,Magic
2011-04-03,Final,102.0,98.0,1,Toronto,Raptors,Orlando,Magic
2009-11-22,Final,96.0,104.0,0,Toronto,Raptors,Orlando,Magic
2009-11-01,Final,116.0,125.0,0,Toronto,Raptors,Orlando,Magic
2009-02-01,Final,90.0,113.0,0,Toronto,Raptors,Orlando,Magic
2009-01-04,Final,108.0,102.0,1,Toronto,Raptors,Orlando,Magic
2008-04-26,Final,94.0,106.0,0,Toronto,Raptors,Orlando,Magic
2008-04-24,Final,108.0,94.0,1,Toronto,Raptors,Orlando,Magic
2008-02-20,Final,127.0,110.0,1,Toronto,Raptors,Orlando,Magic
2007-11-07,Final,96.0,105.0,0,Toronto,Raptors,Orlando,Magic
2007-03-21,Final,92.0,85.0,1,Toronto,Raptors,Orlando,Magic
2007-02-07,Final,113.0,103.0,1,Toronto,Raptors,Orlando,Magic
2006-01-04,Final,121.0,97.0,1,Toronto,Raptors,Orlando,Magic
2005-03-09,Final,106.0,96.0,1,Toronto,Raptors,Orlando,Magic
2005-01-03,Final,105.0,94.0,1,Toronto,Raptors,Orlando,Magic
2004-02-04,Final,110.0,90.0,1,Toronto,Raptors,Orlando,Magic
2003-12-21,Final,93.0,104.0,0,Toronto,Raptors,Orlando,Magic
2019-11-20,Final,113.0,97.0,1,Toronto,Raptors,Orlando,Magic
2019-10-28,Final,104.0,95.0,1,Toronto,Raptors,Orlando,Magic
2019-04-23,Final,115.0,96.0,1,Toronto,Raptors,Orlando,Magic
2019-04-16,Final,111.0,82.0,1,Toronto,Raptors,Orlando,Magic
2019-04-13,Final,101.0,104.0,0,Toronto,Raptors,Orlando,Magic
2019-04-01,Final,121.0,109.0,1,Toronto,Raptors,Orlando,Magic
2019-02-24,Final,98.0,113.0,0,Toronto,Raptors,Orlando,Magic
2018-04-08,Final,112.0,101.0,1,Toronto,Raptors,Orlando,Magic
2017-03-27,Final,131.0,112.0,1,Toronto,Raptors,Orlando,Magic
2017-01-29,Final,113.0,114.0,0,Toronto,Raptors,Orlando,Magic
2016-03-20,Final,105.0,100.0,1,Toronto,Raptors,Orlando,Magic
2014-12-15,Final,95.0,82.0,1,Toronto,Raptors,Orlando,Magic
2014-11-11,Final,104.0,100.0,1,Toronto,Raptors,Orlando,Magic
2021-12-12,Final,106.0,94.0,1,Los Angeles,Lakers,Orlando,Magic
2021-03-28,Final,96.0,93.0,1,Los Angeles,Lakers,Orlando,Magic
2020-01-15,Final,118.0,119.0,0,Los Angeles,Lakers,Orlando,Magic
2014-03-23,Final,103.0,94.0,1,Los Angeles,Lakers,Orlando,Magic
2012-12-02,Final,103.0,113.0,0,Los Angeles,Lakers,Orlando,Magic
2011-03-14,Final,97.0,84.0,1,Los Angeles,Lakers,Orlando,Magic
2010-01-18,Final,98.0,92.0,1,Los Angeles,Lakers,Orlando,Magic
2009-06-07,Final,101.0,96.0,1,Los Angeles,Lakers,Orlando,Magic
2009-06-04,Final,100.0,75.0,1,Los Angeles,Lakers,Orlando,Magic
2009-01-16,Final,103.0,109.0,0,Los Angeles,Lakers,Orlando,Magic
2007-12-02,Final,97.0,104.0,0,Los Angeles,Lakers,Orlando,Magic
2007-01-12,Final,109.0,106.0,1,Los Angeles,Lakers,Orlando,Magic
2006-02-28,Final,102.0,87.0,1,Los Angeles,Lakers,Orlando,Magic
2004-12-12,Final,105.0,98.0,1,Los Angeles,Lakers,Orlando,Magic
2004-03-15,Final,113.0,110.0,1,Los Angeles,Lakers,Orlando,Magic
2018-11-25,Final,104.0,108.0,0,Los Angeles,Lakers,Orlando,Magic
2018-03-07,Final,108.0,107.0,1,Los Angeles,Lakers,Orlando,Magic
2017-01-08,Final,111.0,95.0,1,Los Angeles,Lakers,Orlando,Magic
2016-03-08,Final,107.0,98.0,1,Los Angeles,Lakers,Orlando,Magic
2015-01-09,Final,101.0,84.0,1,Los Angeles,Lakers,Orlando,Magic
2022-10-06,Final,99.0,102.0,0,San Antonio,Spurs,Orlando,Magic
2021-10-20,Final,123.0,97.0,1,San Antonio,Spurs,Orlando,Magic
2021-03-12,Final,104.0,77.0,1,San Antonio,Spurs,Orlando,Magic
2020-02-29,Final,114.0,113.0,1,San Antonio,Spurs,Orlando,Magic
2014-03-08,Final,121.0,112.0,1,San Antonio,Spurs,Orlando,Magic
2013-10-22,Final,123.0,101.0,1,San Antonio,Spurs,Orlando,Magic
2013-04-03,Final,98.0,84.0,1,San Antonio,Spurs,Orlando,Magic
2012-03-14,Final,122.0,111.0,1,San Antonio,Spurs,Orlando,Magic
2010-11-22,Final,106.0,97.0,1,San Antonio,Spurs,Orlando,Magic
2010-04-02,Final,112.0,100.0,1,San Antonio,Spurs,Orlando,Magic
2009-01-11,Final,98.0,105.0,0,San Antonio,Spurs,Orlando,Magic
2007-11-21,Final,128.0,110.0,1,San Antonio,Spurs,Orlando,Magic
2007-03-02,Final,98.0,74.0,1,San Antonio,Spurs,Orlando,Magic
2006-10-14,Final,87.0,92.0,0,San Antonio,Spurs,Orlando,Magic
2006-04-13,Final,80.0,92.0,0,San Antonio,Spurs,Orlando,Magic
2004-12-15,Final,94.0,91.0,1,San Antonio,Spurs,Orlando,Magic
2003-12-26,Final,98.0,83.0,1,San Antonio,Spurs,Orlando,Magic
2019-10-05,Final,89.0,125.0,0,San Antonio,Spurs,Orlando,Magic
2018-11-04,Final,110.0,117.0,0,San Antonio,Spurs,Orlando,Magic
2018-03-13,Final,108.0,72.0,1,San Antonio,Spurs,Orlando,Magic
2017-10-10,Final,98.0,103.0,0,San Antonio,Spurs,Orlando,Magic
2016-11-29,Final,83.0,95.0,0,San Antonio,Spurs,Orlando,Magic
2016-02-01,Final,107.0,92.0,1,San Antonio,Spurs,Orlando,Magic
2015-02-04,Final,110.0,103.0,1,San Antonio,Spurs,Orlando,Magic
2021-11-22,Final,123.0,92.0,1,Milwaukee,Bucks,Orlando,Magic
2021-11-20,Final,117.0,108.0,1,Milwaukee,Bucks,Orlando,Magic
2021-05-11,Final,114.0,102.0,1,Milwaukee,Bucks,Orlando,Magic
2020-08-29,Final,118.0,104.0,1,Milwaukee,Bucks,Orlando,Magic
2020-08-20,Final,111.0,96.0,1,Milwaukee,Bucks,Orlando,Magic
2020-08-18,Final,110.0,122.0,0,Milwaukee,Bucks,Orlando,Magic
2019-12-28,Final,111.0,100.0,1,Milwaukee,Bucks,Orlando,Magic
2019-12-09,Final,110.0,101.0,1,Milwaukee,Bucks,Orlando,Magic
2014-03-10,Final,105.0,98.0,1,Milwaukee,Bucks,Orlando,Magic
2014-02-18,Final,104.0,100.0,1,Milwaukee,Bucks,Orlando,Magic
2013-03-17,Final,115.0,109.0,1,Milwaukee,Bucks,Orlando,Magic
2013-02-02,Final,107.0,98.0,1,Milwaukee,Bucks,Orlando,Magic
2012-02-20,Final,90.0,93.0,0,Milwaukee,Bucks,Orlando,Magic
2012-02-11,Final,94.0,99.0,0,Milwaukee,Bucks,Orlando,Magic
2011-03-16,Final,89.0,93.0,0,Milwaukee,Bucks,Orlando,Magic
2010-12-04,Final,96.0,85.0,1,Milwaukee,Bucks,Orlando,Magic
2009-11-28,Final,98.0,100.0,0,Milwaukee,Bucks,Orlando,Magic
2009-04-13,Final,98.0,80.0,1,Milwaukee,Bucks,Orlando,Magic
2009-03-18,Final,80.0,106.0,0,Milwaukee,Bucks,Orlando,Magic
2008-03-28,Final,86.0,103.0,0,Milwaukee,Bucks,Orlando,Magic
2007-12-12,Final,100.0,86.0,1,Milwaukee,Bucks,Orlando,Magic
2007-04-09,Final,94.0,117.0,0,Milwaukee,Bucks,Orlando,Magic
2007-02-06,Final,116.0,111.0,1,Milwaukee,Bucks,Orlando,Magic
2006-02-08,Final,94.0,89.0,1,Milwaukee,Bucks,Orlando,Magic
2005-12-03,Final,104.0,84.0,1,Milwaukee,Bucks,Orlando,Magic
2005-04-16,Final,113.0,103.0,1,Milwaukee,Bucks,Orlando,Magic
2004-02-17,Final,127.0,104.0,1,Milwaukee,Bucks,Orlando,Magic
2004-01-21,Final,113.0,102.0,1,Milwaukee,Bucks,Orlando,Magic
2019-02-09,Final,83.0,103.0,0,Milwaukee,Bucks,Orlando,Magic
2018-10-27,Final,113.0,91.0,1,Milwaukee,Bucks,Orlando,Magic
2018-04-09,Final,102.0,86.0,1,Milwaukee,Bucks,Orlando,Magic
2018-01-10,Final,110.0,103.0,1,Milwaukee,Bucks,Orlando,Magic
2016-11-21,Final,93.0,89.0,1,Milwaukee,Bucks,Orlando,Magic
2016-04-01,Final,113.0,110.0,1,Milwaukee,Bucks,Orlando,Magic
2016-01-26,Final,107.0,100.0,1,Milwaukee,Bucks,Orlando,Magic
2015-04-04,Final,90.0,97.0,0,Milwaukee,Bucks,Orlando,Magic
2015-03-11,Final,97.0,91.0,1,Milwaukee,Bucks,Orlando,Magic
2022-04-07,Final,128.0,101.0,1,Charlotte,Hornets,Orlando,Magic
2022-01-14,Final,109.0,116.0,0,Charlotte,Hornets,Orlando,Magic
2021-05-07,Final,122.0,112.0,1,Charlotte,Hornets,Orlando,Magic
2020-02-03,Final,100.0,112.0,0,Charlotte,Hornets,Orlando,Magic
2020-01-20,Final,83.0,106.0,0,Charlotte,Hornets,Orlando,Magic
2014-04-04,Final,91.0,80.0,1,Charlotte,Hornets,Orlando,Magic
2013-12-11,Final,83.0,92.0,0,Charlotte,Hornets,Orlando,Magic
2013-03-27,Final,114.0,108.0,1,Charlotte,Hornets,Orlando,Magic
2012-12-15,Final,98.0,107.0,0,Charlotte,Hornets,Orlando,Magic
2012-03-06,Final,100.0,84.0,1,Charlotte,Hornets,Orlando,Magic
2011-12-30,Final,79.0,100.0,0,Charlotte,Hornets,Orlando,Magic
2011-04-06,Final,102.0,111.0,0,Charlotte,Hornets,Orlando,Magic
2010-11-06,Final,88.0,91.0,0,Charlotte,Hornets,Orlando,Magic
2010-04-26,Final,90.0,99.0,0,Charlotte,Hornets,Orlando,Magic
2010-04-24,Final,86.0,90.0,0,Charlotte,Hornets,Orlando,Magic
2010-01-23,Final,95.0,106.0,0,Charlotte,Hornets,Orlando,Magic
2009-11-10,Final,81.0,93.0,0,Charlotte,Hornets,Orlando,Magic
2009-02-20,Final,80.0,92.0,0,Charlotte,Hornets,Orlando,Magic
2008-11-16,Final,85.0,90.0,0,Charlotte,Hornets,Orlando,Magic
2008-10-16,Final,84.0,94.0,0,Charlotte,Hornets,Orlando,Magic
2008-01-16,Final,99.0,93.0,1,Charlotte,Hornets,Orlando,Magic
2007-12-14,Final,87.0,103.0,0,Charlotte,Hornets,Orlando,Magic
2007-03-12,Final,119.0,108.0,1,Charlotte,Hornets,Orlando,Magic
2006-12-14,Final,99.0,89.0,1,Charlotte,Hornets,Orlando,Magic
2006-10-10,Final,90.0,109.0,0,Charlotte,Hornets,Orlando,Magic
2006-03-21,Final,108.0,102.0,1,Charlotte,Hornets,Orlando,Magic
2006-01-20,Final,93.0,104.0,0,Charlotte,Hornets,Orlando,Magic
2005-03-21,Final,102.0,97.0,1,Charlotte,Hornets,Orlando,Magic
2004-11-06,Final,111.0,100.0,1,Charlotte,Hornets,Orlando,Magic
2019-04-10,Final,114.0,122.0,0,Charlotte,Hornets,Orlando,Magic
2018-12-31,Final,125.0,100.0,1,Charlotte,Hornets,Orlando,Magic
2017-12-04,Final,104.0,94.0,1,Charlotte,Hornets,Orlando,Magic
2017-10-29,Final,120.0,113.0,1,Charlotte,Hornets,Orlando,Magic
2017-03-10,Final,121.0,81.0,1,Charlotte,Hornets,Orlando,Magic
2016-12-09,Final,109.0,88.0,1,Charlotte,Hornets,Orlando,Magic
2016-04-13,Final,117.0,103.0,1,Charlotte,Hornets,Orlando,Magic
2016-03-16,Final,107.0,99.0,1,Charlotte,Hornets,Orlando,Magic
2014-12-27,Final,94.0,102.0,0,Charlotte,Hornets,Orlando,Magic
2014-11-21,Final,100.0,105.0,0,Charlotte,Hornets,Orlando,Magic
2014-10-13,Final,99.0,97.0,1,Charlotte,Hornets,Orlando,Magic
2022-11-18,Final,107.0,108.0,0,Chicago,Bulls,Orlando,Magic
2022-02-01,Final,126.0,115.0,1,Chicago,Bulls,Orlando,Magic
2022-01-03,Final,102.0,98.0,1,Chicago,Bulls,Orlando,Magic
2021-04-14,Final,106.0,115.0,0,Chicago,Bulls,Orlando,Magic
2014-04-14,Final,108.0,95.0,1,Chicago,Bulls,Orlando,Magic
2013-12-16,Final,82.0,83.0,0,Chicago,Bulls,Orlando,Magic
2013-04-05,Final,87.0,86.0,1,Chicago,Bulls,Orlando,Magic
2012-11-06,Final,99.0,93.0,1,Chicago,Bulls,Orlando,Magic
2012-03-08,Final,94.0,99.0,0,Chicago,Bulls,Orlando,Magic
2011-01-28,Final,99.0,90.0,1,Chicago,Bulls,Orlando,Magic
2010-12-01,Final,78.0,107.0,0,Chicago,Bulls,Orlando,Magic
2010-02-10,Final,87.0,107.0,0,Chicago,Bulls,Orlando,Magic
2010-01-02,Final,101.0,93.0,1,Chicago,Bulls,Orlando,Magic
2009-10-19,Final,98.0,101.0,0,Chicago,Bulls,Orlando,Magic
2009-02-24,Final,120.0,102.0,1,Chicago,Bulls,Orlando,Magic
2008-12-31,Final,94.0,113.0,0,Chicago,Bulls,Orlando,Magic
2008-04-13,Final,84.0,104.0,0,Chicago,Bulls,Orlando,Magic
2007-12-31,Final,110.0,112.0,0,Chicago,Bulls,Orlando,Magic
2007-02-26,Final,87.0,94.0,0,Chicago,Bulls,Orlando,Magic
2006-03-28,Final,93.0,97.0,0,Chicago,Bulls,Orlando,Magic
2005-11-29,Final,85.0,76.0,1,Chicago,Bulls,Orlando,Magic
2005-04-15,Final,117.0,77.0,1,Chicago,Bulls,Orlando,Magic
2005-01-01,Final,105.0,90.0,1,Chicago,Bulls,Orlando,Magic
2004-04-12,Final,84.0,93.0,0,Chicago,Bulls,Orlando,Magic
2003-12-16,Final,102.0,88.0,1,Chicago,Bulls,Orlando,Magic
2019-01-02,Final,84.0,112.0,0,Chicago,Bulls,Orlando,Magic
2018-12-21,Final,90.0,80.0,1,Chicago,Bulls,Orlando,Magic
2018-02-12,Final,105.0,101.0,1,Chicago,Bulls,Orlando,Magic
2017-12-20,Final,112.0,94.0,1,Chicago,Bulls,Orlando,Magic
2017-04-10,Final,122.0,75.0,1,Chicago,Bulls,Orlando,Magic
2016-11-07,Final,112.0,80.0,1,Chicago,Bulls,Orlando,Magic
2015-11-01,Final,92.0,87.0,1,Chicago,Bulls,Orlando,Magic
2015-01-12,Final,114.0,121.0,0,Chicago,Bulls,Orlando,Magic
2014-11-04,Final,98.0,90.0,1,Chicago,Bulls,Orlando,Magic
2022-10-30,Final,114.0,105.0,1,Dallas,Mavericks,Orlando,Magic
2022-10-07,Final,105.0,110.0,0,Dallas,Mavericks,Orlando,Magic
2022-01-15,Final,108.0,92.0,1,Dallas,Mavericks,Orlando,Magic
2021-01-09,Final,112.0,98.0,1,Dallas,Mavericks,Orlando,Magic
2014-01-13,Final,107.0,88.0,1,Dallas,Mavericks,Orlando,Magic
2013-10-14,Final,94.0,102.0,0,Dallas,Mavericks,Orlando,Magic
2013-02-20,Final,111.0,96.0,1,Dallas,Mavericks,Orlando,Magic
2011-01-08,Final,107.0,117.0,0,Dallas,Mavericks,Orlando,Magic
2010-04-01,Final,82.0,97.0,0,Dallas,Mavericks,Orlando,Magic
2009-10-05,Final,105.0,110.0,0,Dallas,Mavericks,Orlando,Magic
2008-11-14,Final,100.0,102.0,0,Dallas,Mavericks,Orlando,Magic
2007-12-17,Final,111.0,108.0,1,Dallas,Mavericks,Orlando,Magic
2007-03-03,Final,103.0,98.0,1,Dallas,Mavericks,Orlando,Magic
2005-12-16,Final,109.0,103.0,1,Dallas,Mavericks,Orlando,Magic
2005-04-05,Final,114.0,105.0,1,Dallas,Mavericks,Orlando,Magic
2003-12-06,Final,110.0,97.0,1,Dallas,Mavericks,Orlando,Magic
2003-10-07,Final,99.0,89.0,1,Dallas,Mavericks,Orlando,Magic
2019-11-06,Final,107.0,106.0,1,Dallas,Mavericks,Orlando,Magic
2018-12-10,Final,101.0,76.0,1,Dallas,Mavericks,Orlando,Magic
2018-01-09,Final,114.0,99.0,1,Dallas,Mavericks,Orlando,Magic
2017-10-09,Final,99.0,96.0,1,Dallas,Mavericks,Orlando,Magic
2017-02-11,Final,112.0,80.0,1,Dallas,Mavericks,Orlando,Magic
2016-03-01,Final,121.0,108.0,1,Dallas,Mavericks,Orlando,Magic
2015-03-18,Final,107.0,102.0,1,Dallas,Mavericks,Orlando,Magic
2022-10-03,Final,109.0,97.0,1,Memphis,Grizzlies,Orlando,Magic
2022-03-05,Final,124.0,96.0,1,Memphis,Grizzlies,Orlando,Magic
2021-04-30,Final,92.0,75.0,1,Memphis,Grizzlies,Orlando,Magic
2020-03-10,Final,115.0,120.0,0,Memphis,Grizzlies,Orlando,Magic
2013-12-09,Final,94.0,85.0,1,Memphis,Grizzlies,Orlando,Magic
2013-02-22,Final,88.0,82.0,1,Memphis,Grizzlies,Orlando,Magic
2012-10-24,Final,115.0,100.0,1,Memphis,Grizzlies,Orlando,Magic
2012-04-26,Final,88.0,76.0,1,Memphis,Grizzlies,Orlando,Magic
2011-01-31,Final,100.0,97.0,1,Memphis,Grizzlies,Orlando,Magic
2010-01-25,Final,99.0,94.0,1,Memphis,Grizzlies,Orlando,Magic
2009-10-12,Final,83.0,102.0,0,Memphis,Grizzlies,Orlando,Magic
2008-10-31,Final,86.0,84.0,1,Memphis,Grizzlies,Orlando,Magic
2008-01-23,Final,85.0,112.0,0,Memphis,Grizzlies,Orlando,Magic
2006-11-20,Final,95.0,86.0,1,Memphis,Grizzlies,Orlando,Magic
