game_date_est,game_status_text,pts_home,pts_away,home_team_wins,city_home,nickname_home,city_away,nickname_away
2022-12-22,Final,126.0,117.0,1,New Orleans,Pelicans,San Antonio,Spurs
2022-04-13,Final,113.0,103.0,1,New Orleans,Pelicans,San Antonio,Spurs
2022-03-26,Final,103.0,107.0,0,New Orleans,Pelicans,San Antonio,Spurs
2022-02-12,Final,114.0,124.0,0,New Orleans,Pelicans,San Antonio,Spurs
2021-04-24,Final,108.0,110.0,0,New Orleans,Pelicans,San Antonio,Spurs
2020-12-27,Final,98.0,95.0,1,New Orleans,Pelicans,San Antonio,Spurs
2020-12-27,Final,98.0,95.0,1,New Orleans,Pelicans,San Antonio,Spurs
2020-08-09,Final,113.0,122.0,0,New Orleans,Pelicans,San Antonio,Spurs
2020-01-22,Final,117.0,121.0,0,New Orleans,Pelicans,San Antonio,Spurs
2014-02-03,Final,95.0,102.0,0,New Orleans,Pelicans,San Antonio,Spurs
2014-01-13,Final,95.0,101.0,0,New Orleans,Pelicans,San Antonio,Spurs
2013-01-07,Final,95.0,88.0,1,New Orleans,Pelicans,San Antonio,Spurs
2012-10-31,Final,95.0,99.0,0,New Orleans,Pelicans,San Antonio,Spurs
2012-03-24,Final,86.0,89.0,0,New Orleans,Pelicans,San Antonio,Spurs
2012-01-23,Final,102.0,104.0,0,New Orleans,Pelicans,San Antonio,Spurs
2011-01-22,Final,96.0,72.0,1,New Orleans,Pelicans,San Antonio,Spurs
2010-11-28,Final,95.0,109.0,0,New Orleans,Pelicans,San Antonio,Spurs
2010-03-01,Final,92.0,106.0,0,New Orleans,Pelicans,San Antonio,Spurs
2010-01-18,Final,90.0,97.0,0,New Orleans,Pelicans,San Antonio,Spurs
2009-03-29,Final,90.0,86.0,1,New Orleans,Pelicans,San Antonio,Spurs
2008-12-17,Final,90.0,83.0,1,New Orleans,Pelicans,San Antonio,Spurs
2008-05-19,Final,82.0,91.0,0,New Orleans,Pelicans,San Antonio,Spurs
2008-05-13,Final,101.0,79.0,1,New Orleans,Pelicans,San Antonio,Spurs
2008-05-05,Final,102.0,84.0,1,New Orleans,Pelicans,San Antonio,Spurs
2008-05-03,Final,101.0,82.0,1,New Orleans,Pelicans,San Antonio,Spurs
2008-03-12,Final,100.0,75.0,1,New Orleans,Pelicans,San Antonio,Spurs
2007-11-09,Final,85.0,97.0,0,New Orleans,Pelicans,San Antonio,Spurs
2006-12-23,Final,77.0,112.0,0,New Orleans,Pelicans,San Antonio,Spurs
2006-12-14,Final,77.0,103.0,0,New Orleans,Pelicans,San Antonio,Spurs
2006-01-25,Final,68.0,84.0,0,New Orleans,Pelicans,San Antonio,Spurs
2005-12-18,Final,89.0,76.0,1,New Orleans,Pelicans,San Antonio,Spurs
2005-10-20,Final,90.0,97.0,0,New Orleans,Pelicans,San Antonio,Spurs
2005-02-16,Final,78.0,101.0,0,New Orleans,Pelicans,San Antonio,Spurs
2004-12-17,Final,67.0,83.0,0,New Orleans,Pelicans,San Antonio,Spurs
2004-01-09,Final,84.0,94.0,0,New Orleans,Pelicans,San Antonio,Spurs
2019-01-26,Final,114.0,126.0,0,New Orleans,Pelicans,San Antonio,Spurs
2018-11-19,Final,140.0,126.0,1,New Orleans,Pelicans,San Antonio,Spurs
2018-04-11,Final,122.0,98.0,1,New Orleans,Pelicans,San Antonio,Spurs
2017-11-22,Final,107.0,90.0,1,New Orleans,Pelicans,San Antonio,Spurs
2017-03-03,Final,98.0,101.0,0,New Orleans,Pelicans,San Antonio,Spurs
2017-01-27,Final,119.0,103.0,1,New Orleans,Pelicans,San Antonio,Spurs
2016-03-03,Final,86.0,94.0,0,New Orleans,Pelicans,San Antonio,Spurs
2015-11-20,Final,104.0,90.0,1,New Orleans,Pelicans,San Antonio,Spurs
2015-04-15,Final,108.0,103.0,1,New Orleans,Pelicans,San Antonio,Spurs
2014-12-26,Final,97.0,90.0,1,New Orleans,Pelicans,San Antonio,Spurs
2022-10-11,Final,104.0,111.0,0,Utah,Jazz,San Antonio,Spurs
2021-12-17,Final,126.0,128.0,0,Utah,Jazz,San Antonio,Spurs
2021-05-05,Final,126.0,94.0,1,Utah,Jazz,San Antonio,Spurs
2021-05-03,Final,110.0,99.0,1,Utah,Jazz,San Antonio,Spurs
2020-08-13,Final,118.0,112.0,1,Utah,Jazz,San Antonio,Spurs
2020-02-21,Final,104.0,113.0,0,Utah,Jazz,San Antonio,Spurs
2013-12-14,Final,84.0,100.0,0,Utah,Jazz,San Antonio,Spurs
2013-11-15,Final,82.0,91.0,0,Utah,Jazz,San Antonio,Spurs
2012-12-12,Final,99.0,96.0,1,Utah,Jazz,San Antonio,Spurs
2012-05-07,Final,81.0,87.0,0,Utah,Jazz,San Antonio,Spurs
2012-05-05,Final,90.0,102.0,0,Utah,Jazz,San Antonio,Spurs
2012-04-09,Final,91.0,84.0,1,Utah,Jazz,San Antonio,Spurs
2012-02-20,Final,102.0,106.0,0,Utah,Jazz,San Antonio,Spurs
2011-01-26,Final,105.0,112.0,0,Utah,Jazz,San Antonio,Spurs
2010-11-19,Final,82.0,94.0,0,Utah,Jazz,San Antonio,Spurs
2009-12-07,Final,104.0,101.0,1,Utah,Jazz,San Antonio,Spurs
2009-11-05,Final,113.0,99.0,1,Utah,Jazz,San Antonio,Spurs
2009-01-27,Final,100.0,106.0,0,Utah,Jazz,San Antonio,Spurs
2008-04-04,Final,90.0,64.0,1,Utah,Jazz,San Antonio,Spurs
2008-01-28,Final,97.0,91.0,1,Utah,Jazz,San Antonio,Spurs
2007-05-28,Final,79.0,91.0,0,Utah,Jazz,San Antonio,Spurs
2007-05-26,Final,109.0,83.0,1,Utah,Jazz,San Antonio,Spurs
2007-01-31,Final,97.0,93.0,1,Utah,Jazz,San Antonio,Spurs
2006-11-29,Final,83.0,75.0,1,Utah,Jazz,San Antonio,Spurs
2006-04-04,Final,86.0,95.0,0,Utah,Jazz,San Antonio,Spurs
2006-01-30,Final,70.0,79.0,0,Utah,Jazz,San Antonio,Spurs
2005-04-13,Final,93.0,91.0,1,Utah,Jazz,San Antonio,Spurs
2005-01-10,Final,97.0,96.0,1,Utah,Jazz,San Antonio,Spurs
2004-04-02,Final,81.0,94.0,0,Utah,Jazz,San Antonio,Spurs
2004-02-02,Final,65.0,83.0,0,Utah,Jazz,San Antonio,Spurs
2019-02-09,Final,125.0,105.0,1,Utah,Jazz,San Antonio,Spurs
2018-12-04,Final,139.0,105.0,1,Utah,Jazz,San Antonio,Spurs
2018-02-12,Final,101.0,99.0,1,Utah,Jazz,San Antonio,Spurs
2017-12-21,Final,100.0,89.0,1,Utah,Jazz,San Antonio,Spurs
2017-04-12,Final,101.0,97.0,1,Utah,Jazz,San Antonio,Spurs
2016-11-04,Final,86.0,100.0,0,Utah,Jazz,San Antonio,Spurs
2016-04-05,Final,86.0,88.0,0,Utah,Jazz,San Antonio,Spurs
2016-02-25,Final,78.0,96.0,0,Utah,Jazz,San Antonio,Spurs
2015-02-23,Final,90.0,81.0,1,Utah,Jazz,San Antonio,Spurs
2014-12-09,Final,100.0,96.0,1,Utah,Jazz,San Antonio,Spurs
2022-02-09,Final,105.0,92.0,1,Cleveland,Cavaliers,San Antonio,Spurs
2021-03-19,Final,110.0,116.0,0,Cleveland,Cavaliers,San Antonio,Spurs
2020-03-08,Final,132.0,129.0,1,Cleveland,Cavaliers,San Antonio,Spurs
2014-03-04,Final,101.0,122.0,0,Cleveland,Cavaliers,San Antonio,Spurs
2013-02-13,Final,95.0,96.0,0,Cleveland,Cavaliers,San Antonio,Spurs
2012-04-03,Final,90.0,125.0,0,Cleveland,Cavaliers,San Antonio,Spurs
2011-03-02,Final,99.0,109.0,0,Cleveland,Cavaliers,San Antonio,Spurs
2010-10-14,Final,106.0,80.0,1,Cleveland,Cavaliers,San Antonio,Spurs
2010-03-08,Final,97.0,95.0,1,Cleveland,Cavaliers,San Antonio,Spurs
2009-04-05,Final,101.0,81.0,1,Cleveland,Cavaliers,San Antonio,Spurs
2008-10-16,Final,70.0,91.0,0,Cleveland,Cavaliers,San Antonio,Spurs
2008-02-13,Final,105.0,112.0,0,Cleveland,Cavaliers,San Antonio,Spurs
2007-06-14,Final,82.0,83.0,0,Cleveland,Cavaliers,San Antonio,Spurs
2007-06-12,Final,72.0,75.0,0,Cleveland,Cavaliers,San Antonio,Spurs
2007-01-02,Final,82.0,78.0,1,Cleveland,Cavaliers,San Antonio,Spurs
2006-02-13,Final,101.0,87.0,1,Cleveland,Cavaliers,San Antonio,Spurs
2005-02-28,Final,92.0,94.0,0,Cleveland,Cavaliers,San Antonio,Spurs
2004-02-20,Final,89.0,87.0,1,Cleveland,Cavaliers,San Antonio,Spurs
2019-04-07,Final,90.0,112.0,0,Cleveland,Cavaliers,San Antonio,Spurs
2018-02-25,Final,94.0,110.0,0,Cleveland,Cavaliers,San Antonio,Spurs
2017-01-21,Final,115.0,118.0,0,Cleveland,Cavaliers,San Antonio,Spurs
2016-01-30,Final,117.0,103.0,1,Cleveland,Cavaliers,San Antonio,Spurs
2014-11-19,Final,90.0,92.0,0,Cleveland,Cavaliers,San Antonio,Spurs
2022-10-22,Final,105.0,114.0,0,Philadelphia,76ers,San Antonio,Spurs
2022-01-07,Final,119.0,100.0,1,Philadelphia,76ers,San Antonio,Spurs
2021-03-14,Final,134.0,99.0,1,Philadelphia,76ers,San Antonio,Spurs
2020-08-03,Final,132.0,130.0,1,Philadelphia,76ers,San Antonio,Spurs
2013-11-11,Final,85.0,109.0,0,Philadelphia,76ers,San Antonio,Spurs
2013-01-21,Final,85.0,90.0,0,Philadelphia,76ers,San Antonio,Spurs
2012-02-08,Final,90.0,100.0,0,Philadelphia,76ers,San Antonio,Spurs
2011-02-11,Final,77.0,71.0,1,Philadelphia,76ers,San Antonio,Spurs
2010-02-19,Final,106.0,94.0,1,Philadelphia,76ers,San Antonio,Spurs
2009-01-16,Final,109.0,87.0,1,Philadelphia,76ers,San Antonio,Spurs
2008-03-15,Final,103.0,96.0,1,Philadelphia,76ers,San Antonio,Spurs
2007-01-21,Final,85.0,99.0,0,Philadelphia,76ers,San Antonio,Spurs
2006-02-15,Final,103.0,100.0,1,Philadelphia,76ers,San Antonio,Spurs
2005-10-12,Final,100.0,88.0,1,Philadelphia,76ers,San Antonio,Spurs
2004-11-18,Final,80.0,88.0,0,Philadelphia,76ers,San Antonio,Spurs
2003-11-14,Final,100.0,96.0,1,Philadelphia,76ers,San Antonio,Spurs
2003-10-11,Final,,,0,Philadelphia,76ers,San Antonio,Spurs
2019-11-22,Final,115.0,104.0,1,Philadelphia,76ers,San Antonio,Spurs
2019-01-23,Final,122.0,120.0,1,Philadelphia,76ers,San Antonio,Spurs
2018-01-03,Final,112.0,106.0,1,Philadelphia,76ers,San Antonio,Spurs
2017-02-08,Final,103.0,111.0,0,Philadelphia,76ers,San Antonio,Spurs
2015-12-07,Final,68.0,119.0,0,Philadelphia,76ers,San Antonio,Spurs
2014-12-01,Final,103.0,109.0,0,Philadelphia,76ers,San Antonio,Spurs
2022-02-11,Final,121.0,136.0,0,Atlanta,Hawks,San Antonio,Spurs
2021-02-12,Final,114.0,125.0,0,Atlanta,Hawks,San Antonio,Spurs
2014-01-24,Final,79.0,105.0,0,Atlanta,Hawks,San Antonio,Spurs
2013-10-17,Final,104.0,106.0,0,Atlanta,Hawks,San Antonio,Spurs
2013-01-19,Final,93.0,98.0,0,Atlanta,Hawks,San Antonio,Spurs
2011-04-05,Final,90.0,97.0,0,Atlanta,Hawks,San Antonio,Spurs
2010-03-21,Final,119.0,114.0,1,Atlanta,Hawks,San Antonio,Spurs
2009-03-25,Final,92.0,102.0,0,Atlanta,Hawks,San Antonio,Spurs
2007-11-20,Final,83.0,95.0,0,Atlanta,Hawks,San Antonio,Spurs
2007-02-21,Final,96.0,103.0,0,Atlanta,Hawks,San Antonio,Spurs
2005-12-10,Final,94.0,84.0,1,Atlanta,Hawks,San Antonio,Spurs
2004-11-13,Final,88.0,103.0,0,Atlanta,Hawks,San Antonio,Spurs
2004-01-13,Final,86.0,77.0,1,Atlanta,Hawks,San Antonio,Spurs
2019-11-05,Final,108.0,100.0,1,Atlanta,Hawks,San Antonio,Spurs
2019-03-06,Final,104.0,111.0,0,Atlanta,Hawks,San Antonio,Spurs
2018-10-10,Final,130.0,127.0,1,Atlanta,Hawks,San Antonio,Spurs
2018-01-15,Final,102.0,99.0,1,Atlanta,Hawks,San Antonio,Spurs
2017-01-01,Final,114.0,112.0,1,Atlanta,Hawks,San Antonio,Spurs
2015-12-12,Final,78.0,103.0,0,Atlanta,Hawks,San Antonio,Spurs
2015-10-14,Final,100.0,86.0,1,Atlanta,Hawks,San Antonio,Spurs
2015-03-22,Final,95.0,114.0,0,Atlanta,Hawks,San Antonio,Spurs
2022-01-05,Final,97.0,99.0,0,Boston,Celtics,San Antonio,Spurs
2021-04-30,Final,143.0,140.0,1,Boston,Celtics,San Antonio,Spurs
2020-01-08,Final,114.0,129.0,0,Boston,Celtics,San Antonio,Spurs
2014-02-12,Final,92.0,104.0,0,Boston,Celtics,San Antonio,Spurs
2012-11-21,Final,100.0,112.0,0,Boston,Celtics,San Antonio,Spurs
2012-04-04,Final,86.0,87.0,0,Boston,Celtics,San Antonio,Spurs
2011-01-05,Final,105.0,103.0,1,Boston,Celtics,San Antonio,Spurs
2010-03-28,Final,73.0,94.0,0,Boston,Celtics,San Antonio,Spurs
2009-02-08,Final,99.0,105.0,0,Boston,Celtics,San Antonio,Spurs
2008-02-10,Final,98.0,90.0,1,Boston,Celtics,San Antonio,Spurs
2007-01-22,Final,89.0,93.0,0,Boston,Celtics,San Antonio,Spurs
2005-11-11,Final,82.0,103.0,0,Boston,Celtics,San Antonio,Spurs
2004-11-19,Final,84.0,92.0,0,Boston,Celtics,San Antonio,Spurs
2004-01-18,Final,92.0,109.0,0,Boston,Celtics,San Antonio,Spurs
2019-03-24,Final,96.0,115.0,0,Boston,Celtics,San Antonio,Spurs
2017-10-30,Final,108.0,94.0,1,Boston,Celtics,San Antonio,Spurs
2016-11-25,Final,103.0,109.0,0,Boston,Celtics,San Antonio,Spurs
2015-11-01,Final,87.0,95.0,0,Boston,Celtics,San Antonio,Spurs
2014-11-30,Final,89.0,111.0,0,Boston,Celtics,San Antonio,Spurs
2022-01-09,Final,121.0,119.0,1,Brooklyn,Nets,San Antonio,Spurs
2021-05-12,Final,128.0,116.0,1,Brooklyn,Nets,San Antonio,Spurs
2020-03-06,Final,139.0,120.0,1,Brooklyn,Nets,San Antonio,Spurs
2014-02-06,Final,103.0,89.0,1,Brooklyn,Nets,San Antonio,Spurs
2013-02-10,Final,86.0,111.0,0,Brooklyn,Nets,San Antonio,Spurs
2012-02-11,Final,89.0,103.0,0,Brooklyn,Nets,San Antonio,Spurs
2011-02-14,Final,85.0,102.0,0,Brooklyn,Nets,San Antonio,Spurs
2010-03-29,Final,90.0,84.0,1,Brooklyn,Nets,San Antonio,Spurs
2009-02-10,Final,93.0,108.0,0,Brooklyn,Nets,San Antonio,Spurs
2008-03-02,Final,83.0,93.0,0,Brooklyn,Nets,San Antonio,Spurs
2007-02-13,Final,82.0,107.0,0,Brooklyn,Nets,San Antonio,Spurs
2006-02-10,Final,73.0,83.0,0,Brooklyn,Nets,San Antonio,Spurs
2005-02-11,Final,91.0,101.0,0,Brooklyn,Nets,San Antonio,Spurs
2003-11-12,Final,71.0,85.0,0,Brooklyn,Nets,San Antonio,Spurs
2019-02-25,Final,101.0,85.0,1,Brooklyn,Nets,San Antonio,Spurs
2018-01-17,Final,95.0,100.0,0,Brooklyn,Nets,San Antonio,Spurs
2017-01-23,Final,86.0,112.0,0,Brooklyn,Nets,San Antonio,Spurs
2016-01-11,Final,79.0,106.0,0,Brooklyn,Nets,San Antonio,Spurs
2014-12-03,Final,95.0,93.0,1,Brooklyn,Nets,San Antonio,Spurs
2022-01-10,Final,111.0,96.0,1,New York,Knicks,San Antonio,Spurs
2021-05-13,Final,102.0,98.0,1,New York,Knicks,San Antonio,Spurs
2013-11-10,Final,89.0,120.0,0,New York,Knicks,San Antonio,Spurs
2013-01-03,Final,100.0,83.0,1,New York,Knicks,San Antonio,Spurs
2011-01-04,Final,128.0,115.0,1,New York,Knicks,San Antonio,Spurs
2009-12-27,Final,88.0,95.0,0,New York,Knicks,San Antonio,Spurs
2009-02-17,Final,112.0,107.0,1,New York,Knicks,San Antonio,Spurs
2008-02-08,Final,93.0,99.0,0,New York,Knicks,San Antonio,Spurs
2006-11-06,Final,93.0,105.0,0,New York,Knicks,San Antonio,Spurs
2005-12-21,Final,96.0,109.0,0,New York,Knicks,San Antonio,Spurs
2005-03-21,Final,88.0,75.0,1,New York,Knicks,San Antonio,Spurs
2004-01-27,Final,67.0,77.0,0,New York,Knicks,San Antonio,Spurs
2003-10-12,Final,,,0,New York,Knicks,San Antonio,Spurs
2019-11-23,Final,104.0,111.0,0,New York,Knicks,San Antonio,Spurs
2019-02-24,Final,130.0,118.0,1,New York,Knicks,San Antonio,Spurs
2018-01-02,Final,91.0,100.0,0,New York,Knicks,San Antonio,Spurs
2017-02-12,Final,94.0,90.0,1,New York,Knicks,San Antonio,Spurs
2015-11-02,Final,84.0,94.0,0,New York,Knicks,San Antonio,Spurs
2015-03-17,Final,104.0,100.0,1,New York,Knicks,San Antonio,Spurs
2022-12-19,Final,105.0,124.0,0,Houston,Rockets,San Antonio,Spurs
2022-10-02,Final,134.0,96.0,1,Houston,Rockets,San Antonio,Spurs
2022-03-28,Final,120.0,123.0,0,Houston,Rockets,San Antonio,Spurs
2022-01-25,Final,104.0,134.0,0,Houston,Rockets,San Antonio,Spurs
2021-02-06,Final,106.0,111.0,0,Houston,Rockets,San Antonio,Spurs
2020-12-17,Final,128.0,106.0,1,Houston,Rockets,San Antonio,Spurs
2020-12-15,Final,112.0,98.0,1,Houston,Rockets,San Antonio,Spurs
2019-12-16,Final,109.0,107.0,1,Houston,Rockets,San Antonio,Spurs
2014-04-14,Final,104.0,98.0,1,Houston,Rockets,San Antonio,Spurs
2014-01-28,Final,97.0,90.0,1,Houston,Rockets,San Antonio,Spurs
2013-03-24,Final,96.0,95.0,1,Houston,Rockets,San Antonio,Spurs
2012-12-10,Final,126.0,134.0,0,Houston,Rockets,San Antonio,Spurs
2012-10-14,Final,107.0,116.0,0,Houston,Rockets,San Antonio,Spurs
2012-01-21,Final,105.0,102.0,1,Houston,Rockets,San Antonio,Spurs
2011-12-29,Final,105.0,85.0,1,Houston,Rockets,San Antonio,Spurs
2011-12-17,Final,101.0,87.0,1,Houston,Rockets,San Antonio,Spurs
2011-04-01,Final,119.0,114.0,1,Houston,Rockets,San Antonio,Spurs
2011-03-12,Final,107.0,115.0,0,Houston,Rockets,San Antonio,Spurs
2010-10-07,Final,90.0,87.0,1,Houston,Rockets,San Antonio,Spurs
2010-02-26,Final,109.0,104.0,1,Houston,Rockets,San Antonio,Spurs
2009-11-27,Final,84.0,92.0,0,Houston,Rockets,San Antonio,Spurs
2009-03-14,Final,85.0,88.0,0,Houston,Rockets,San Antonio,Spurs
2008-11-29,Final,103.0,84.0,1,Houston,Rockets,San Antonio,Spurs
2008-10-09,Final,85.0,78.0,1,Houston,Rockets,San Antonio,Spurs
2008-01-19,Final,83.0,81.0,1,Houston,Rockets,San Antonio,Spurs
2007-11-06,Final,89.0,81.0,1,Houston,Rockets,San Antonio,Spurs
2007-03-03,Final,74.0,97.0,0,Houston,Rockets,San Antonio,Spurs
2006-11-14,Final,84.0,92.0,0,Houston,Rockets,San Antonio,Spurs
2006-10-22,Final,93.0,72.0,1,Houston,Rockets,San Antonio,Spurs
2006-04-19,Final,87.0,89.0,0,Houston,Rockets,San Antonio,Spurs
2006-03-18,Final,77.0,92.0,0,Houston,Rockets,San Antonio,Spurs
2005-01-15,Final,73.0,67.0,1,Houston,Rockets,San Antonio,Spurs
2004-12-09,Final,81.0,80.0,1,Houston,Rockets,San Antonio,Spurs
2004-02-09,Final,82.0,85.0,0,Houston,Rockets,San Antonio,Spurs
2003-12-11,Final,67.0,71.0,0,Houston,Rockets,San Antonio,Spurs
2019-10-16,Final,114.0,128.0,0,Houston,Rockets,San Antonio,Spurs
2019-03-22,Final,111.0,105.0,1,Houston,Rockets,San Antonio,Spurs
2018-12-22,Final,108.0,101.0,1,Houston,Rockets,San Antonio,Spurs
2018-03-12,Final,109.0,93.0,1,Houston,Rockets,San Antonio,Spurs
2017-12-15,Final,124.0,109.0,1,Houston,Rockets,San Antonio,Spurs
2017-10-13,Final,97.0,106.0,0,Houston,Rockets,San Antonio,Spurs
2017-05-11,Final,75.0,114.0,0,Houston,Rockets,San Antonio,Spurs
2017-05-07,Final,125.0,104.0,1,Houston,Rockets,San Antonio,Spurs
2017-05-05,Final,92.0,103.0,0,Houston,Rockets,San Antonio,Spurs
2016-12-20,Final,100.0,102.0,0,Houston,Rockets,San Antonio,Spurs
2016-11-12,Final,100.0,106.0,0,Houston,Rockets,San Antonio,Spurs
2016-02-27,Final,94.0,104.0,0,Houston,Rockets,San Antonio,Spurs
2015-12-25,Final,88.0,84.0,1,Houston,Rockets,San Antonio,Spurs
2015-04-10,Final,103.0,104.0,0,Houston,Rockets,San Antonio,Spurs
2014-11-06,Final,98.0,81.0,1,Houston,Rockets,San Antonio,Spurs
2014-10-24,Final,96.0,87.0,1,Houston,Rockets,San Antonio,Spurs
2022-10-26,Final,134.0,122.0,1,Minnesota,Timberwolves,San Antonio,Spurs
2022-10-24,Final,106.0,115.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2022-04-07,Final,127.0,121.0,1,Minnesota,Timberwolves,San Antonio,Spurs
2021-11-18,Final,115.0,90.0,1,Minnesota,Timberwolves,San Antonio,Spurs
2021-01-10,Final,96.0,88.0,1,Minnesota,Timberwolves,San Antonio,Spurs
2021-01-09,Final,122.0,125.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2014-04-08,Final,110.0,91.0,1,Minnesota,Timberwolves,San Antonio,Spurs
2013-03-12,Final,107.0,83.0,1,Minnesota,Timberwolves,San Antonio,Spurs
2013-02-06,Final,94.0,104.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2012-01-27,Final,87.0,79.0,1,Minnesota,Timberwolves,San Antonio,Spurs
2012-01-02,Final,106.0,96.0,1,Minnesota,Timberwolves,San Antonio,Spurs
2011-01-11,Final,96.0,107.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2010-11-24,Final,109.0,113.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2010-03-12,Final,85.0,103.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2008-12-12,Final,86.0,98.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2008-11-05,Final,125.0,129.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2008-02-21,Final,99.0,100.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2007-11-30,Final,91.0,106.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2007-04-13,Final,91.0,110.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2007-01-03,Final,103.0,101.0,1,Minnesota,Timberwolves,San Antonio,Spurs
2006-04-16,Final,90.0,103.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2005-12-15,Final,88.0,90.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2005-04-20,Final,95.0,73.0,1,Minnesota,Timberwolves,San Antonio,Spurs
2004-03-23,Final,86.0,81.0,1,Minnesota,Timberwolves,San Antonio,Spurs
2004-02-22,Final,92.0,94.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2019-11-13,Final,129.0,114.0,1,Minnesota,Timberwolves,San Antonio,Spurs
2019-01-18,Final,113.0,116.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2018-11-28,Final,128.0,89.0,1,Minnesota,Timberwolves,San Antonio,Spurs
2017-11-15,Final,98.0,86.0,1,Minnesota,Timberwolves,San Antonio,Spurs
2017-03-21,Final,93.0,100.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2016-12-06,Final,91.0,105.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2016-03-08,Final,91.0,116.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2015-12-23,Final,83.0,108.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2015-01-10,Final,93.0,108.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2014-11-21,Final,92.0,121.0,0,Minnesota,Timberwolves,San Antonio,Spurs
2022-11-30,Final,119.0,111.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2022-02-16,Final,106.0,114.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2021-11-07,Final,99.0,94.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2021-02-24,Final,102.0,99.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2021-01-12,Final,102.0,112.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2020-02-23,Final,131.0,103.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2020-02-11,Final,106.0,114.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2014-05-31,Final,107.0,112.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2014-05-27,Final,105.0,92.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2014-05-25,Final,106.0,97.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2014-04-03,Final,106.0,94.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2013-11-27,Final,94.0,88.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2013-04-04,Final,100.0,88.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2012-12-17,Final,107.0,93.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2012-06-06,Final,107.0,99.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2012-06-02,Final,109.0,103.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2012-05-31,Final,102.0,82.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2012-03-16,Final,105.0,114.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2012-01-08,Final,108.0,96.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2010-11-14,Final,104.0,117.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2010-03-22,Final,96.0,99.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2010-01-13,Final,108.0,109.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2009-10-20,Final,102.0,119.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2009-04-07,Final,89.0,99.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2009-03-16,Final,78.0,76.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2008-01-29,Final,88.0,85.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2007-11-25,Final,101.0,116.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2007-03-25,Final,79.0,120.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2006-11-26,Final,78.0,98.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2006-03-26,Final,106.0,102.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2005-05-19,Final,96.0,98.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2005-05-15,Final,101.0,89.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2005-05-12,Final,92.0,91.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2005-01-31,Final,84.0,103.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2004-11-07,Final,113.0,94.0,1,Oklahoma City,Thunder,San Antonio,Spurs
2004-02-05,Final,90.0,96.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2003-12-19,Final,73.0,87.0,0,Oklahoma City,Thunder,San Antonio,Spurs
2019-01-12,Final,122.0,112.0,1,Oklahoma City,Thunder,San Antonio,Spurs
